C1,X1,X2,X3,X4,X5,C2,X6,X7,X8,X9,X10,X11,X12,X13,score,Y
"Home, Furnishing and Decor",0.46537842190016104,0.004724409448818898,0.6666666666666669,0.6571428571428571,0.8207885304659498,ecom,0.45702005730659023,0.01948051948051948,0.8326342248536774,0.20700915512873191,2.0636585951470797e-06,0.3226877534419323,0.6613612921007171,0.55,1.4166666666666698,1
Other Service Activities,0.49597423510466987,0.06220472440944882,0.5555555555555556,0.6571428571428571,0.7968936678614098,ecom,0.716055088270635,0.09740259740259741,0.83277175228837,0.20747124665263075,0.0017824207423190559,0.3230824367477883,0.7379244469440902,0.5,1.0,1
FMCG,0.5314009661835749,0.06771653543307087,0.5555555555555556,0.3142857142857143,0.8721624850657109,ecom,0.46774193548387094,0.05844155844155844,0.8356421500474794,0.2139172340842677,0.006544472432616657,0.3285881071560209,0.7549850760561716,0.45,1.1,1
FMCG,0.5314009661835749,0.06771653543307087,0.5555555555555556,0.3142857142857143,0.8721624850657109,ecom,0.46774193548387094,0.05844155844155844,0.8356421500474794,0.2139172340842677,0.006544472432616657,0.3285881071560209,0.7549850760561716,0.45,1.1,1
FMCG,0.5314009661835749,0.06771653543307087,0.5555555555555556,0.3142857142857143,0.8721624850657109,ecom,0.46774193548387094,0.05844155844155844,0.8356421500474794,0.2139172340842677,0.006544472432616657,0.3285881071560209,0.7549850760561716,0.45,1.1,1
FMCG,0.5523349436392915,0.008661417322834646,0.8333333333333334,0.3142857142857143,0.8410991636798089,lvl_loan,0.770727423976338,0.021645021645021644,0.8322877778010762,0.20621435999897636,5.0868992223392724e-05,0.3220089001129565,0.7704231768946558,0.45,1.2,1
FMCG,0.5523349436392915,0.008661417322834646,0.8333333333333334,0.3142857142857143,0.8410991636798089,lvl_loan,0.770727423976338,0.01948051948051948,0.8322877778010762,0.20621435999897636,0.00041677064860762747,0.3220089001129565,0.7704231768946558,0.45,1.2,1
Industrial Supplies & Solutions,0.571658615136876,0.011811023622047244,0.5555555555555556,0.3142857142857143,0.8243727598566308,ecom,0.7935576300952029,0.12121212121212122,0.832228984440996,0.20598499585703978,2.1674179658527987e-06,0.3218129947714766,0.7623478601117111,0.4,1.44444444444444,1
Industrial Supplies & Solutions,0.571658615136876,0.011811023622047244,0.5555555555555556,0.3142857142857143,0.8243727598566308,ecom,0.7935576300952029,0.14935064935064934,0.832228984440996,0.20598499585703978,2.1674179658527987e-06,0.3218129947714766,0.7623478601117111,0.4,1.44444444444444,1
"Imitation, Jewels and Metal alloys",0.5748792270531401,0.02204724409448819,0.5555555555555556,0.6571428571428571,0.7873357228195937,ecom,0.7217395323042796,0.01948051948051948,0.8330755256124432,0.2080864144304859,2.5593978107410707e-06,0.32360786610466424,0.7826316913738429,0.4,1.44444444444444,1
"Apparels,Clothing & Accessories",0.6553945249597424,0.02125984251968504,0.44444444444444453,0.6571428571428571,0.8279569892473119,PAL_CIBIL,0.8133376467326,0.053868023141766155,0.8301664214909956,0.20948415495775502,0.0033267219001355966,0.32441993653486734,0.8103106812787364,0.35,1.375,1
"Food grains, Grocery and other related products",0.7020933977455717,0.03937007874015748,0.6666666666666669,0.6571428571428571,0.7992831541218638,ecom,0.818144005915519,0.025974025974025976,0.8369477304897258,0.21688297597712028,2.0636585951470797e-06,0.3311212174903343,0.8380282492424594,0.3,1.28571428571429,1
"Food grains, Grocery and other related products",0.7020933977455717,0.03937007874015748,0.6666666666666669,0.6571428571428571,0.7992831541218638,ecom,0.818144005915519,0.01948051948051948,0.8369477304897258,0.21688297597712028,2.0636585951470797e-06,0.3311212174903343,0.8380282492424594,0.3,1.28571428571429,1
"Apparels,Clothing & Accessories",0.7906602254428341,0.012598425196850394,0.5555555555555556,0.6571428571428571,0.7909199522102748,ecom,0.7225714021628616,0.03896103896103896,0.832786883596187,0.20773869235202944,0.0036386643554254033,0.3233108684486882,0.8795342621091348,0.2,1.4,1
"Apparels,Clothing & Accessories",0.7906602254428341,0.012598425196850394,0.5555555555555556,0.6571428571428571,0.7909199522102748,ecom,0.7225714021628616,0.03896103896103896,0.832786883596187,0.20773869235202944,0.0036386643554254033,0.3233108684486882,0.8795342621091348,0.2,1.4,1
"Apparels,Clothing & Accessories",0.7906602254428341,0.012598425196850394,0.5555555555555556,0.6571428571428571,0.7909199522102748,ecom,0.7225714021628616,0.03896103896103896,0.832786883596187,0.20773869235202944,0.0036386643554254033,0.3233108684486882,0.8795342621091348,0.2,1.4,1
"Home, Furnishing and Decor",0.5233494363929146,0.025196850393700787,0.5555555555555556,0.6571428571428571,0.7933094384707288,ecom,0.7956373047416582,0.021645021645021644,0.8326519677412993,0.20709568733074862,0.0028928189411547597,0.32276166264344025,0.7540822517368084,0.45,1.1,1
"Home, Furnishing and Decor",0.5233494363929146,0.025196850393700787,0.5555555555555556,0.6571428571428571,0.7933094384707288,ecom,0.7956373047416582,0.021645021645021644,0.8326519677412993,0.20709568733074862,0.0028928189411547597,0.32276166264344025,0.7540822517368084,0.45,1.1,1
"Home, Furnishing and Decor",0.5619967793880838,0.005905511811023622,0.5555555555555556,0.6571428571428571,0.8028673835125448,ecom,0.582124041038913,0.03463203463203463,0.8333854392394293,0.2086413429551988,0.008374622485460344,0.3240818436898827,0.7346426107020881,0.45,1.0,1
"Home, Furnishing and Decor",0.5619967793880838,0.005905511811023622,0.5555555555555556,0.6571428571428571,0.8028673835125448,ecom,0.582124041038913,0.03463203463203463,0.8333388589115982,0.2086413429551988,0.009165687770660402,0.3240818436898827,0.7346426107020881,0.45,1.0,1
White goods-Electronic Appliances,0.5942028985507246,0.026771653543307086,0.6666666666666669,0.6571428571428571,0.8745519713261649,ecom,0.638136611516776,0.01948051948051948,0.8324304133326754,0.20653488224184913,2.0636585951470797e-06,0.3222826657456824,0.7825611937017087,0.4,1.0,1
Other Service Activities,0.6972624798711755,0.007874015748031496,0.5555555555555556,0.6571428571428571,0.8136200716845878,ecom,0.933034476384139,0.0367965367965368,0.8325894085281154,0.20739552288977908,0.0009353713584961925,0.3230177592899506,0.8219057093874089,0.3,1.0,1
Other Service Activities,0.6972624798711755,0.007874015748031496,0.5555555555555556,0.6571428571428571,0.8136200716845878,ecom,0.933034476384139,0.03896103896103896,0.8325894085281154,0.20739552288977908,0.0008072746509504987,0.3230177592899506,0.8219057093874089,0.3,1.0,1
Other Service Activities,0.6972624798711755,0.007874015748031496,0.5555555555555556,0.6571428571428571,0.8136200716845878,ecom,0.933034476384139,0.03896103896103896,0.8325894085281154,0.20739552288977908,0.0008072746509504987,0.3230177592899506,0.8219057093874089,0.3,1.0,1
Other Service Activities,0.6972624798711755,0.007874015748031496,0.5555555555555556,0.6571428571428571,0.8136200716845878,ecom,0.933034476384139,0.03896103896103896,0.8325894085281154,0.20739552288977908,0.0008072746509504987,0.3230177592899506,0.8219057093874089,0.3,1.0,1
Logistics,0.7584541062801933,0.004724409448818898,0.6666666666666669,0.6571428571428571,0.8112305854241338,lvl_loan,0.8473980959423237,0.01948051948051948,0.832135827514014,0.20587959112456874,0.0020715635220189934,0.3217229660950934,0.693966470449751,0.25,1.0,1
Logistics,0.7584541062801933,0.004724409448818898,0.6666666666666669,0.6571428571428571,0.8112305854241338,lvl_loan,0.8473980959423237,0.01948051948051948,0.832135827514014,0.20587959112456874,0.003928141470875392,0.3217229660950934,0.693966470449751,0.25,1.0,1
Logistics,0.7584541062801933,0.004724409448818898,0.6666666666666669,0.6571428571428571,0.8112305854241338,lvl_loan,0.8473980959423237,0.01948051948051948,0.832135827514014,0.20587959112456874,5.1437747292446296e-05,0.3217229660950934,0.693966470449751,0.25,1.0,1
Telecom Distributor,0.8003220611916264,0.009448818897637795,0.8333333333333334,0.6571428571428571,0.0,lvl_loan,0.9419539698678251,0.01948051948051948,0.8323254450999038,0.2063042546654338,0.00038635762417188447,0.32208568127491527,0.8640464970995004,0.2,1.4,1
Telecom Distributor,0.8003220611916264,0.009448818897637795,0.8333333333333334,0.6571428571428571,0.0,lvl_loan,0.9419539698678251,0.01948051948051948,0.8323254450999038,0.2063042546654338,0.00038635762417188447,0.32208568127491527,0.8640464970995004,0.2,1.4,1
"Computers,Mobile & related Accessories",0.6763285024154589,0.01811023622047244,0.44444444444444453,0.6571428571428571,0.8231780167264038,ecom,0.698031241334689,0.053868023141766155,0.8301664214909956,0.20948415495775502,0.0033267219001355966,0.32441993653486734,0.8277295361816849,0.3,1.0,1
Other Service Activities,0.7632850241545893,0.004724409448818898,0.7222222222222222,0.6571428571428571,0.8602150537634409,ecom,0.7094925593862649,0.03896103896103896,0.8321079184340936,0.20581784873875195,0.0005410705317734232,0.3216702304622473,0.8373035695919503,0.2,1.4,1
Other Service Activities,0.7632850241545893,0.004724409448818898,0.7222222222222222,0.6571428571428571,0.8602150537634409,ecom,0.7094925593862649,0.03896103896103896,0.8321079184340936,0.20581784873875195,0.0005794999283310969,0.3216702304622473,0.8373035695919503,0.2,1.4,1
Software Services,0.014492753623188406,0.03307086614173228,0.3888888888888889,0.3142857142857143,0.0,ecom,0.981467788150476,0.0021645021645021645,0.8372986881735078,0.21767825995854873,2.0636585951470797e-06,0.3288161930260578,0.4963162312091111,0.55,1.25,1
Restaurant & Hospitality,0.03542673107890499,0.011023622047244094,0.6666666666666669,0.3142857142857143,0.8219832735961768,ecom,0.7206303724928367,0.01948051948051948,0.8322089635635833,0.20603674705037126,2.0636585951470797e-06,0.32183401390636096,0.5032651483752681,0.55,1.33333333333333,1
Restaurant & Hospitality,0.03542673107890499,0.011023622047244094,0.6666666666666669,0.3142857142857143,0.8219832735961768,ecom,0.7206303724928367,0.01948051948051948,0.8322089635635833,0.20603674705037126,2.0636585951470797e-06,0.32183401390636096,0.5032651483752681,0.55,1.33333333333333,1
Restaurant & Hospitality,0.03542673107890499,0.011023622047244094,0.6666666666666669,0.3142857142857143,0.8219832735961768,ecom,0.7206303724928367,0.01948051948051948,0.8322089635635833,0.20603674705037126,2.0636585951470797e-06,0.32183401390636096,0.5032651483752681,0.55,1.33333333333333,1
Restaurant & Hospitality,0.03542673107890499,0.011023622047244094,0.6666666666666669,0.3142857142857143,0.8219832735961768,ecom,0.7206303724928367,0.01948051948051948,0.8322089635635833,0.20603674705037126,2.0636585951470797e-06,0.32183401390636096,0.5032651483752681,0.55,1.33333333333333,1
Restaurant & Hospitality,0.03542673107890499,0.011023622047244094,0.6666666666666669,0.3142857142857143,0.8219832735961768,ecom,0.7206303724928367,0.01948051948051948,0.8322089635635833,0.20603674705037126,2.0636585951470797e-06,0.32183401390636096,0.5032651483752681,0.55,1.33333333333333,1
FMCG,0.19001610305958133,0.005511811023622047,0.3888888888888889,0.3142857142857143,0.8554360812425329,ecom,0.7719290137720677,0.01948051948051948,0.832081931488709,0.2057524102953553,0.00013449904501220233,0.3216143379391559,0.561251735987736,0.55,1.4166666666666698,1
FMCG,0.19001610305958133,0.005511811023622047,0.3888888888888889,0.3142857142857143,0.8554360812425329,ecom,0.7719290137720677,0.01948051948051948,0.832081931488709,0.2057524102953553,0.00018215149674371774,0.3216143379391559,0.561251735987736,0.55,1.4166666666666698,1
"Apparels,Clothing & Accessories",0.20611916264090177,0.15748031496062992,0.2777777777777778,0.6571428571428571,0.8566308243727598,ecom,0.5337831592568629,0.18614718614718614,0.8343038588059267,0.21103671093708085,0.0066166351534726565,0.32612778416906335,0.5921767063021571,0.8,1.29411764705882,1
Industrial Supplies & Solutions,0.21578099838969403,0.031496062992125984,0.5,0.3142857142857143,0.7383512544802867,ecom,0.9157038543303447,0.021645021645021644,0.8325812026092766,0.20690224668469157,0.006942793127936945,0.32259644040991264,0.5873255981324305,0.55,1.0,1
Industrial Supplies & Solutions,0.21578099838969403,0.031496062992125984,0.5,0.3142857142857143,0.7383512544802867,ecom,0.9157038543303447,0.021645021645021644,0.8331621556293355,0.20828101205696756,0.006942793127936945,0.32377407654255214,0.5873255981324305,0.55,1.0,1
Industrial Supplies & Solutions,0.21578099838969403,0.031496062992125984,0.5,0.3142857142857143,0.7383512544802867,ecom,0.9157038543303447,0.021645021645021644,0.8325812026092766,0.20690224668469157,0.006942793127936945,0.32259644040991264,0.5873255981324305,0.55,1.0,1
"Food grains, Grocery and other related products",0.3365539452495974,0.003937007874015748,0.6666666666666669,0.3142857142857143,0.8554360812425329,ecom,0.8699510121083279,0.012987012987012988,0.8322157381695118,0.2060655215028204,2.0636585951470797e-06,0.32188177363115955,0.6620360237186608,0.55,1.16666666666667,1
"Food grains, Grocery and other related products",0.3365539452495974,0.003937007874015748,0.6666666666666669,0.3142857142857143,0.8554360812425329,ecom,0.8699510121083279,0.012987012987012988,0.8322157381695118,0.2060655215028204,2.0636585951470797e-06,0.32188177363115955,0.6620360237186608,0.55,1.16666666666667,1
Telecom Distributor,0.4138486312399356,0.015748031496062992,0.3888888888888889,0.3142857142857143,0.8769414575866189,ecom,0.8593677789074776,0.017316017316017316,0.8337849805038376,0.2096461836390193,2.0636585951470797e-06,0.3249401018972671,0.686638262375685,0.55,1.4166666666666698,1
Telecom Distributor,0.4138486312399356,0.015748031496062992,0.3888888888888889,0.3142857142857143,0.8769414575866189,ecom,0.8593677789074776,0.017316017316017316,0.8337849805038376,0.2096461836390193,2.0636585951470797e-06,0.3249401018972671,0.686638262375685,0.55,1.4166666666666698,1
Automobiles & Accessories,0.4138486312399356,0.027559055118110236,0.5555555555555556,0.6571428571428571,0.8028673835125448,ecom,0.6008873278491542,0.01948051948051948,0.833040410512387,0.20794401972821974,2.0636585951470797e-06,0.3234862434197195,0.7036335470914459,0.6,1.38461538461538,1
Automobiles & Accessories,0.4138486312399356,0.027559055118110236,0.5555555555555556,0.6571428571428571,0.8028673835125448,ecom,0.6008873278491542,0.01948051948051948,0.833040410512387,0.20794401972821974,2.0636585951470797e-06,0.3234862434197195,0.7036335470914459,0.6,1.38461538461538,1
"Health, Wellness,Medicine & Pharma products",0.3172302737520129,0.03779527559055118,0.5555555555555556,0.6571428571428571,0.7885304659498208,ecom,0.8583048340881783,0.030303030303030304,0.8330031085340012,0.20790769507838194,0.0025745351500451384,0.3234552176766782,0.6222414906084465,0.7,1.33333333333333,1
"Home, Furnishing and Decor",0.33494363929146537,0.011811023622047244,0.5555555555555556,0.6571428571428571,0.0,ecom,0.7786764026250116,0.0021645021645021645,0.8324486821880002,0.20690567810466315,2.0636585951470797e-06,0.3225993712669142,0.651642031443931,0.65,1.0,1
"Home, Furnishing and Decor",0.33494363929146537,0.011811023622047244,0.5555555555555556,0.6571428571428571,0.0,ecom,0.7786764026250116,0.0021645021645021645,0.8324486821880002,0.20690567810466315,2.0636585951470797e-06,0.3225993712669142,0.651642031443931,0.65,1.0,1
Telecom Distributor,0.31239935587761675,0.03937007874015748,0.2777777777777778,0.3142857142857143,0.8112305854241338,ecom,0.8671318975875774,0.13203463203463203,0.837988507448081,0.21925605455544947,2.0636585951470797e-06,0.3331481200624667,0.6375463681982401,0.7,1.2,1
Telecom Distributor,0.31239935587761675,0.03937007874015748,0.2777777777777778,0.3142857142857143,0.8112305854241338,ecom,0.8671318975875774,0.13203463203463203,0.837988507448081,0.21925605455544947,2.0636585951470797e-06,0.3331481200624667,0.6375463681982401,0.7,1.2,1
Industrial Supplies & Solutions,0.3172302737520129,0.003937007874015748,0.44444444444444453,0.3142857142857143,0.6188769414575866,ecom,0.6382752564932064,0.0367965367965368,0.8297001724369989,0.20028570195956266,2.0636585951470797e-06,0.31694509298110785,0.6466146156773186,0.55,1.0,1
Other Service Activities,0.33816425120772947,0.030708661417322834,0.44444444444444453,0.6571428571428571,0.8052568697729988,ecom,0.7197060726499677,0.11471861471861472,0.8325269545199377,0.20672022121315928,0.005375988200884029,0.3224409681470843,0.6628408981737423,0.65,1.0,1
"Food grains, Grocery and other related products",0.33172302737520126,0.07874015748031496,0.2777777777777778,0.6571428571428571,0.0,ecom,0.8951381828265089,0.008658008658008658,0.8359603395558161,0.21843651689484053,2.0636585951470797e-06,0.3324481335523625,0.6508494853754845,0.65,1.0,1
"Computers,Mobile & related Accessories",0.4025764895330113,0.015748031496062992,0.5555555555555556,0.6571428571428571,0.8255675029868578,ecom,0.8433773916258435,0.07575757575757576,0.833251432630743,0.20842272592534364,0.004975284882977165,0.3238951177111596,0.6841081975757579,0.6,1.0,1
"Computers,Mobile & related Accessories",0.4025764895330113,0.015748031496062992,0.5555555555555556,0.6571428571428571,0.8255675029868578,ecom,0.8433773916258435,0.07575757575757576,0.833251432630743,0.20842272592534364,0.004975284882977165,0.3238951177111596,0.6841081975757579,0.6,1.0,1
Automobiles & Accessories,0.48792270531400966,0.03937007874015748,0.5555555555555556,0.6571428571428571,0.0,ecom,0.5036509843793326,0.015151515151515152,0.8328139504966402,0.20733251742710193,0.003845003314362521,0.3229639448332676,0.6719789098819613,0.5,1.45454545454545,1
Automobiles & Accessories,0.48792270531400966,0.03937007874015748,0.5555555555555556,0.6571428571428571,0.0,ecom,0.5036509843793326,0.015151515151515152,0.8328139504966402,0.20733251742710193,0.003845003314362521,0.3229639448332676,0.6719789098819613,0.5,1.45454545454545,1
Automobiles & Accessories,0.48792270531400966,0.03937007874015748,0.5555555555555556,0.6571428571428571,0.0,ecom,0.5036509843793326,0.015151515151515152,0.8328139504966402,0.20733251742710193,0.003845003314362521,0.3229639448332676,0.6719789098819613,0.5,1.45454545454545,1
"Apparels,Clothing & Accessories",0.4138486312399356,0.025984251968503937,0.44444444444444453,0.6571428571428571,0.0,ecom,0.8051113781310657,0.017316017316017316,0.8324771495732199,0.20663275546621754,2.0636585951470797e-06,0.3223662615827637,0.6900202132988131,0.6,1.46153846153846,1
Textile/Manufacturing/Yarn/Fabric/Grey Cloth,0.4396135265700483,0.007874015748031496,0.5555555555555556,0.6571428571428571,0.7287933094384708,ecom,0.8224882151770034,0.01948051948051948,0.8322008630106636,0.20602306249063942,0.0007553912763755696,0.3218455083840726,0.7166605137570392,0.55,1.08333333333333,1
Textile/Manufacturing/Yarn/Fabric/Grey Cloth,0.4396135265700483,0.007874015748031496,0.5555555555555556,0.6571428571428571,0.7287933094384708,ecom,0.8224882151770034,0.01948051948051948,0.8322008630106636,0.20602306249063942,0.0007553912763755696,0.3218455083840726,0.7166605137570392,0.55,1.08333333333333,1
"Home, Furnishing and Decor",0.0821256038647343,0.03464566929133858,0.44444444444444453,0.6571428571428571,0.9115890083632019,ecom,0.8284961641556521,0.05194805194805195,0.8327409474951921,0.20717755162039042,2.0636585951470797e-06,0.32283158487052366,0.5350138309051444,0.9,1.4736842105263201,1
